名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
倍肯科技,北京倍肯恒业科技发展股份有限公司,倍肯科技是一家健康领域解决方案与医疗检验设备提供商，业务聚焦医疗服务、食品安全、军队卫勤和家庭健康四大领域，主要为用户提供基层数字化实验室、村医健康一体机、院前急诊救治、军民用快速检验和食品安全等整体解决方案及相关的临床检验系列仪器产品、试剂耗材及相关服务。,北京倍肯恒业科技发展股份有限公司,北京市昌平区科技园区兴昌路1号,110113006138904,2003-09-16,姚世平,21922.931万元人民币,9111011475468551X8,www.biochemgroup.net
BOCE云互联车锁,西安泊策智能电子科技有限公司,BOCE云互联车锁是一个智能车位管理与共享平台，利用智能车锁终端，通过多种先进传感技术的运用，实现自动车位管理、车辆在泊智能检测、电子化计费等多种精细化管理功能，为广大车主、互联网停车公司、新能源汽车租赁公司，充电桩运营平台提供一个开放式的专业车位管理系统云平台，以及相应的行业解决方案。,西安泊策智能电子科技有限公司,西安市高新区丈八四路六号缤纷南郡第6幢2单元1层20103,610131100117567,2014-01-14,唐永成,360万元人民币,9161013108104758XQ
广西熊孩子,广西南宁品亚商贸有限公司,熊孩子是一家蔬果零食研发及零售的互联网休闲零食品牌企业。蔬果零食迎合了食品行业绿色、健康的消费升级趋势，目前熊孩子在蔬果干细分品类（脆片和冻干）的市场第一，芒果干市场前四，隶属于广西南宁品亚商贸有限公司。,广西南宁品亚商贸有限公司,南宁市江南区迎凯路27号1号生产车间第3层,450108000100960,2013-03-13,黄维宏,123.4556万元人民币,91450100063570959E,xionghaizisp.tmall.com
HONMA,本间高尔夫（上海）有限公司,"""本间高尔夫(上海)有限公司于2010年3月成立，注册资金1亿元人民币，于同年5月完成对日本本间高尔夫有限公司战略入股，成为拥有50余年辉煌，集高端、奢华、极致工艺于一体的行业巨擘honma的控股股东。, honma自1959年起步，是高尔夫球具行业绝对崇高地位的享有者，“誉、悦、顽、极”的企业精神致力于世界最好球杆及配套产品的缔造，honma的球杆为世人公认的世界***奢侈品，与宾利、劳斯莱斯、卡地亚、百达翡丽等国际大牌齐名。世界上售价最昂贵的高尔夫球杆出自于本间，身价不菲的honma深受富豪名人们的喜爱。, honma全球制造基地位于日本山形县酒田市，占地面积约800亩，建筑面积约15万平方米，现有员工700多人，始终延续着“纯手工打造”“一切不假于他人之手”的honma传奇。, honma始终保持顶尖球杆工艺制作与酒田工厂纯正血统，历久弥新，拥完善的营销网络和专卖店，2010年完成并购后更是迎来历史性变革，迅速抢占了未来高速增长的中国高端高尔夫市场，使honma品牌在全球高知名度、高美誉度获得更大程度的提升，同时极大地提高我国本土高尔夫装备企业的综合实力，也将极大促进中国高尔夫装备产业的跨越式发展。""",本间高尔夫（上海）有限公司,,310227001519428,2010-03-30,刘建国,10000万元人民币,913101175529306446,www.honma.hk
理财乐,深圳前海理财乐互联网金融服务有限公司,理财乐（LC6.COM）于2015年正式上线，由深圳前海理财乐互联网金融服务有限公司负责运营。我们为有资金需求的借款者和有闲散资金的投资者搭建了诚信、规范、专业、透明的互联网金融理财平台。理财乐聚焦民间小微借贷，致力于推动中国信贷行业的市场化、平民化及高效化，搭建中国最大、用户体验最好的个人及中小企业的互联网信贷平台。 深圳前海理财乐互联网金融服务有限公司经深圳市市场监督管理局核准成立，注册地深圳前海，注册资本金为人民币5000万元，风险备用金已达人民币2000万元。公司核心管理团队均来自于知名IT企业及金,深圳前海理财乐互联网金融服务有限公司,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）,440301113185757,2015-06-23,库年爱,5000万元人民币,91440300342902864T,www.lc6.com
溢联环保,嘉兴溢联环保科技股份有限公司,嘉兴溢联环保科技股份有限公司主要从事食物垃圾处理器的设计、开发、生产和销售。公司以“净化城乡生活，卫护人居环境”为己任，成功研发全智能垃圾处理系统。产品应用领域涵盖商用、家用垃圾处理两大领域，服务客户群体分别涉及政府垃圾填埋场、小区、酒店、宾馆、菜场、卫生间、超市、配送中心、企事业食堂、家庭厨房等场所的垃圾处理，产品现已经出口到美国、德国、意大利、韩国、澳大利亚、新西兰等国家和地区，为全球用户提供科技领先、品质保障的绿色环保产品。,嘉兴溢联环保科技股份有限公司,浙江省嘉善县大云镇嘉善大道1589号,330421400000852,2003-01-14,黄岭峰,894.4643万元人民币,913304217458386924,www.jxeastlink.com
赢帆,上海赢帆信息技术有限公司,赢帆是一家教育信息化服务公司。该公司基于互联网大数据系统，致力于为高中生提供精准全面的高考志愿填报和职业生涯规划一体化服务，构筑起有各阶段的产品体系和全程解决方案。,上海赢帆信息技术有限公司,上海市闵行区虹梅南路1755号一幢一层D1077室,310112001299841,2013-08-19,邱磊,200万元人民币,91310112076429583R,www.yingfan.org
未元科技,北京未元科技有限公司,未元科技是一个专注于智能健康领域产品研发商，未元科技将于今年3月众筹上线一款腰部智能正姿护理仪—alc?ve。这款产品精致小巧，隐形贴在腰部，可以智能感知体态，当坐姿在不良状态的时候通过自动提醒用户矫正腰部姿势，并且通过电流助力正姿，主动保护腰椎。,北京未元科技有限公司,北京市海淀区双清路1号院内6号楼（北）一层106-2,110108023084109,2017-03-13,李秋玲,100万元人民币,91110108MA00CH4Y2X
OpenRice开饭喇,深圳开饭喇信息科技有限公司,OpenRice开饭喇成立于1999年，是一个提供餐厅搜寻服务及用户发表食评的网上平台，提供网上订餐，餐厅登记无须收费，餐厅资料每日不断更新。,深圳开饭喇信息科技有限公司,深圳市福田区华强北街道深南中路2018号兴华大厦商业6层6B16,440301104221302,2009-08-18,姚红琼,100万元人民币,914403006939614286,www.openrice.com
成都交大智能物业,成都交大智能物业管理有限公司,成都交大智能物业是一家智能物业管理公司。,成都交大智能物业管理有限公司,,510100000215408,1997-11-16,李立新,500万元人民币,915101006331625950
古珀科技,杭州古珀医疗科技有限公司,古珀科技是一个医疗远程协同服务平台。旨在于医院主导下，授权本院医生调取患者诊疗数据到移动终端，促进医生交流协同、达成远程MDT、远程教学、远程病人托管等目的，借助平台，促进医疗机构之间合作和资源共享，以便为患者提供医疗服务。,杭州古珀医疗科技有限公司,萧山区萧山经济技术开发区启迪路198号C楼910室,330181000615224,2016-08-11,韩敏,1600万元人民币,91330109MA27YEUH05,www.group-ds.com
ACC艺术品防伪认证中心,上海民艺防伪技术有限公司,上海艺术品防伪认证中心依托上海爱熹熹防伪科技有限公司的专业力量支持，采用前沿技术打造超高安全级的ACC艺术品防伪认证体系，旨在为艺术品行业提供高度安全、可靠、可信的作品原作者查询认证机制，规范手工艺术品市场，保护创作者及从业者的知识产权，维护创作者和消费者的商业利益。 公司成立于2015年3月。,上海民艺防伪技术有限公司,中国（上海）自由贸易试验区毕升路289弄5号B03-B室,310115002600756,2015-03-10,沈文俊,462万元人民币,91310115332333047U,www.saacc.cn
尤顺智动,上海尤顺汽车部件有限公司,尤顺智动是一家汽车发动机制动器研发商,上海尤顺汽车部件有限公司,,310226000767499,2006-11-07,奚勇,4500.9万元人民币,91310120795618604G,www.ennova.com.cn
上海耀联医药,上海耀联商务咨询有限公司,上海耀联商务咨询有限公司是一家致力于医学无缝衔接服务的公司。公司由具有跨国医药公司市场部背景人员为核心组成，服务于跨国制药公司，业务范围主要覆盖以医学沟通，医学价值创造为核心的医学支持项目和医学内容编辑服务，通过对医药市场和治疗领域的洞察及理解力为客户提供具有医学价值的服务。目前在同类别公司中排名名列前茅，是一家处于快速上升期极具行业竞争力的企业。公司总部位于上海，擅长于医学市场策略咨询、医学文案编辑，及市场与医学沟通项目策划，在行业中颇有口碑，是目前世界排名靠前的药厂的优选供应商。面对客户都是外企：辉瑞，,上海耀联商务咨询有限公司,上海市金山区枫泾镇泾商路99弄2231号308室,310228001040453,2007-09-19,徐建明,100万元人民币,91310116666080254P,www.pharmaliaison.com
广安车联,山东广安车联科技股份有限公司,山东广安车联科技股份有限公司（股票代码：832303），是中国商用车车联网领域具有领导地位的集团企业之一。公司顺应和把握互联网+的发展趋势，十年来专注于中国商用车领域车联网应用的研发与推广，创建了覆盖全国的广安北斗卫星定位运营平台、二手商用车O2O综合服务平台，是中国商用车领域车联网应用的典范企业。,山东广安车联科技股份有限公司,,370800228081543,2015-03-06,何兆广,7030万元人民币,91370800788454023Q,www.sdgakj.com
绝艺,长沙绝艺食品有限公司,长沙绝艺食品有限公司，是一家主要从事食品研发、加工销售为一体的综合性企业。产品主要以鸭副产品、鸡副产品及海鱼制品为基本原材料，加工成盒装极具湖南特色的湘味熟食（如：功夫鸭翅、咔咔脆骨、功夫鸭脖、卷卷鱿鱼、长根鸭脖等）系列休闲食品。,长沙绝艺食品有限公司,浏阳市两型产业园,430181000061412,2011-10-10,陶春华,500万元人民币,91430181582799173Y,www.jueyifood.com
九维文化,北京九维文化传媒有限公司,北京九维文化传媒有限公司是百老汇戏剧中国引进商。北京九维文化传媒有限公司致力于百老汇戏剧的引进和国际戏剧的联合出品,北京九维文化传媒有限公司,北京市西城区红居街8号楼1809室,110104011159694,2008-07-02,张力刚,222.22万元人民币,911101026774095887,www.joywayholding.com
阿里印,阿里印（武汉）科技有限公司,阿里印致力于打造领先的云印刷平台，开辟设计印刷电商新产业模式，实现传统产业的全面升级。,阿里印（武汉）科技有限公司,武汉市东湖新技术开发区武大园四路3号A-3幢6层8号-2,420111000436150,2015-10-28,魏尚锋,100万元人民币,91420111MA4KL8PG9A,www.aliyin.com
你在哪,北京爱游飞天科技有限公司,你在哪是一款陌生人社交软件，致力于撮合陌生男女，专注为使用者提供优质的会员信息，致力于帮助城市单身人群找到心仪的另一半。,北京爱游飞天科技有限公司,,110108014536117,2011-12-30,李建宇,1000万元人民币,91110108589127599E
甬派传媒,宁波甬派传媒股份有限公司,宁波甬派传媒股份有限公司的主营业务是互联网综合信息服务，为客户提供新闻资讯服务、互联网广告服务、移动增值服务和其他信息服务。其主要服务有：新闻信息采集及发布业务、互联网广告服务、网络舆情服务、移动增值服务、移动客户端业务。主要产品：有中国宁波网、甬派客户端等。,宁波甬派传媒股份有限公司,浙江省宁波市鄞州区姜山镇北大路120号,330200000058610,2001-10-25,蒋旭灿,1000万元人民币,9133020073210995X6,www.cnnb.com.cn
联付通,重庆联付通网络结算科技有限责任公司,2012年重庆联交所集团出资1个亿成立了独立全资子公司联付通网络结算科技有限公司，承担产权交易第三方支付平台与相关电子商务领域的互联网支付业务。致力于建设互联网支付第三方支付结算平台，为客户提供安全快捷的第三方支付服务。,重庆联付通网络结算科技有限责任公司,重庆市渝中区中山三路128号第三层,500000000009909,2012-04-09,刘波,20000万元人民币,91500000593666923T,www.lianft.com
中能鼎立,苏州中能鼎立电子商务有限公司,中能鼎立是一个液化天然气B2B平台。通过物联网及B2B交易平台实现对产业链信息流、物流、资金流的实时掌握，为后端提供数据质押。中能鼎立从物联网平台切入，通过提供运输车联网平台和LNG供应链平台，帮助次终端低成本、高效率地搭建和改造设备，并逐步构建LNG行业生态圈。,苏州中能鼎立电子商务有限公司,苏州工业园区金芳路18号C幢3楼,320594000515989,2016-01-19,臧华文,300.6111万元人民币,91320594MA1MEKF3X6,www.chinazndl.com
悦嘉家,浙江悦都网络科技有限公司,“悦嘉家”是南都地产服务整合旗下各项优势资源及外部合作资源打造的社区生活服务平台。“悦嘉家”致力于在公共界面的物业服务基础上融入房服务、家服务、车服务、配送服务、快递服务等系列服务，搭建一个让业主生活便捷、居家无忧的一站式生活服务平台，让业主不出小区既能解决与生活息息相关的各类问题。,浙江悦都网络科技有限公司,,330196000073547,2015-11-03,韩芳,1500万元人民币,91330106MA27W6TTXX,www.nacityres.com
思可信MobileIron,天津思可信科技发展有限公司,思可信MobileIron是一家移动终端管理方案供应商，为企业提供MDM、BYOD等解决方案，2011年开始进入中国市场，而后被奇虎360收购。任务是使现代企业，以确保和它移动到移动及云计算的管理信息，保留最终用户的隐私和信任。,天津思可信科技发展有限公司,天津生态城动漫中路126号动漫大厦A区四层405-2,120194000003369,2011-04-28,吴云坤,560万元人民币,9112011657233871XW,www.mobileiron.com
三毛派神,兰州三毛实业股份有限公司,兰州三毛实业股份有限公司是集条染复精梳、纺纱、织造、染整为一体的全能型综合毛精纺企业.其主要产品为精纺呢绒等.,兰州三毛实业股份有限公司,甘肃省兰州市兰州新区嘉陵江街568号,620000000004657,1997-05-23,阮英,18644.102万元人民币,91620000224371505Q,www.chinapaishen.com
小数科技,沈阳小数科技有限公司,小数信息科技（北京）有限公司是一家专注于电商数据分析的创业公司；助电商成长，是公司的使命；在“大数据”漫天飞舞的风口，选择努力做一个踏踏实实，能真正给电商提供服务的“小数”公司；,沈阳小数科技有限公司,沈阳市皇姑区长江街158-1号142,210105000133695,2015-10-16,李锴,100万元人民币,91210105MA0P418K94,www.xiaoshu.tech
数亮科技,杭州数亮科技股份有限公司,杭州数亮科技有限公司，创建于2012年2月，注册资金为500万元人民币。2012年成为杭州市政府扶持的“青蓝企业”，2013年12月被浙江省科技厅认定为省科技型中小企业。董事长蒋剑辉被誉为指数达人，系浙江工商大学统计指数研发团队领军人物，主持研发了国家商务部、中国商业联合会、成都市政府、义乌市政府等部门委托的全国性专业市场指数和其他地区性重要指数十余项，获浙江省科学技术奖、国家统计局科技成果奖、中国商业联合会科学技术奖等省部级科技奖七项，因在商贸领域的突出贡献而获2008年“中国商业创新人物”奖。,杭州数亮科技股份有限公司,杭州市滨江区六和路368号一幢（北）三楼B3088室,330106000207252,2012-02-17,戴子君,1130万元人民币,91330100589870796Q,slkj.idx365.com
东久中国,东久（上海）投资管理咨询有限公司,东久中国是一家工业园区与办公地产开发运营商，主要从事商务园区、总部园区和现代化工业厂房的投资、开发和运营，依托于自建的基础设施，商务设施为用户提供适用于不同行业的研发中心。,东久（上海）投资管理咨询有限公司,上海市奉贤区青村镇奉村路458号1幢336室,310000400712728,2013-06-09,孙冬平,410万美元,9131000006934336XD,www.djchina.com
渔悦,湖北大地丰歌新能源汽车有限公司,渔悦是一家淡水鱼精深加工产品生产商。,湖北大地丰歌新能源汽车有限公司,武汉市东西湖区七支沟、团结大道北电子设备生产及研发第3座11层办公1号房(8),420000000004190,2006-08-24,陈畅,1000万元人民币,91420000790592863N
扑扑网,西安拓刻网络科技有限公司,扑网是以宠物、动物为主题的开放式兴趣社交网络平台。以宠物主人、动物爱好者为中心，以全球性、趣味性为发展方向。打造全球最专业、最有趣的垂直社交品牌，引领中国网络社交自主创新的新时代。,西安拓刻网络科技有限公司,西安市高新区锦业路绿地世纪城SOHO同盟2幢1单元12202号,610131100076557,2011-11-23,吕亚鹏,100万元人民币,,www.poopur.com
有局儿,支支（天津）科技有限公司,有局儿是一个线下青年活动组织平台，基于位置发布和寻找话题，找到志同道合的朋友，致力于推广七人小团体社交圈概念，隶属于支支(天津)科技有限公司。,支支（天津）科技有限公司,天津市和平区拉萨道16号和平区电子商务大厦4005号,120101000130584,2014-03-06,钱沫羽,130万元人民币,911201010915957000
老男孩帆船俱乐部,厦门老男孩帆船俱乐部有限公司,专业的帆船俱乐部。男孩帆船俱乐部，建于2014年6月，旗下有一支由顶尖运动员组建的专业大帆船赛队，在多场专业赛事中摘得桂冠。提供赛队培训，为业余帆船队提供赛事技术提高培训，提供国内外国际帆船赛参赛资格，组织帆船赛事。同时为会员团队提供入门培训及全球通用帆船驾照培训。提供全球帆船的租船服务。,厦门老男孩帆船俱乐部有限公司,,350206200392342,2015-03-06,陈海南,100万元人民币,91350206303205652Q,www.lsailing.com
Gaga鲜语,深圳市鲜语餐饮管理有限公司,Gaga鲜语是一个轻食餐饮连锁品牌，主打新鲜水果茶、现磨咖啡、绿色沙拉、意大利面、手工披萨和各式小食等产品，其中gaga鲜语草莓乌龙茶，采用“古法包茶”的方法来保持茶的原味，并为都市人群带来绿色的生活体验。采用all daybrunch（全天候早午餐）、happy hour（快乐时光）、lounge bar（休闲吧）的经营模式。,深圳市鲜语餐饮管理有限公司,深圳市罗湖区南湖街道沿河路好运来大厦1栋1601,440301104930918,2010-09-09,冯敏,4200万元人民币,91440300562755616J,www.gagacafe.com
万谷机械,郑州万谷机械有限公司,郑州万谷机械有限公司成立于1998年，是集科研开发、设计、制造、销售为一体的河南省高新技术企业，专业从事各种烘干工程，在专业技术领域拥有多项专利。公司注册资金3000万元人民币，固定资产6000多万元，占地近60000m2，公司现在有员工300余人，高中级工程技术人员80余人，公司拥有各类机械加工设备100多台(套)。先后荣获了河南省、郑州市重合同守信用企业、市重点保护企业、文明企业等称号。公司拥有高素质的专业技术人才队伍和很强的科研开发能力，公司开发的大型粮食烘干机、废糟渣、污泥、有机废液烘干成套设备在行,郑州万谷机械有限公司,郑州市上街区安阳路113号,410100100055778,1998-08-25,陆学中,3196.57万元人民币,91410106711204106G,www.zzwgjx.com
拍无限,成都点就买网络科技有限公司,拍无限是一个为摄影师和用户搭建的互动交易平台，基于共享经济，在电商摄影垂直领域，是一站式互联网产品拍摄、模特约拍、服装租赁、竞拍等摄影服务平台。隶属于成都点就买网络科技有限公司,成都点就买网络科技有限公司,成都高新区世纪城南路599号天府软件园D区6栋505号,510109000542114,2015-02-10,李相合,100万元人民币,915101003216049562,www.paiwuxian.com
艺趣科技,成都艺趣科技有限公司,艺趣科技是一家手机游戏开发公司，专注于移动端手机游戏的开发，致力于为手机游戏玩家提供优质的手机游戏体验。该公司旗下已开发的手机游戏作品主要包括《我是魔法师》等。,成都艺趣科技有限公司,成都高新区新雅正街12号附48号4楼,510109000409381,2013-12-25,秦雅林,14.2857万元人民币
匠人网络,大连匠人网络科技有限公司,真匠人为家装师傅与业主之间搭建了一款解决家居维修的O2O上门服务平台。目前，真匠人的APP目前分为用户端与匠人端两款，用户端方面，真匠人主要为用户提供我家装修、水维修、电维修、居家小修、门窗服务、货车力工、家政等服务。以水维修为例，用户先要在平台进行下单，详细填写水维修类别里需要维修的小项，然后准确填写自己的家庭住址，成功预约下单后，真匠人的客服人员会在30分钟内与客户取得联系，对用户需要维修、安装的项目以电话沟通的形式进行确认，以确定上门服务时间等相关事宜。匠人师傅通过匠人端成功接单后，会在用户约定时间内,大连匠人网络科技有限公司,辽宁省大连市沙河口区长兴街137-139号A单元7层3号02室,210204000126232,2015-12-21,张明,100万元人民币,91210204MA0QCR974J,www.zjrkeji.com
小馒头XmT,广州小馒头计算机系统有限公司,小馒头（XmT）机器人成立于2015年，小馒头（XmT） 依靠敬业的工程师团队、先进的生产制造技术、科学的工程开发流程，在短时间内即成为机器人文化教育领域的一匹“黑马”。XmT 像一个热血的少年，充满的激情与斗志，势要将机器人、编程和工程文化带给每一个普通人。,广州小馒头计算机系统有限公司,广州市番禺区南村镇番禺大道北383号写字楼1栋402房,440106001214195,2015-05-26,韩格欣,120.4819万元人民币,914401013314840975,www.xiaomantou.net
肥城制盐,山东肥城精制盐厂有限公司,肥城制盐是一家盐制品生产商，产品由以前单一的精制盐，又逐步开发了绿色食品盐、低钠盐、肠衣盐、味精盐、精制工业盐、水处理专用盐、沐浴盐、足浴盐、果蔬洗涤盐、药用氯化钠等食用、工业、饲料添加剂、医药、生活等五大系列五十多个品种，产品销往鲁、冀、晋、豫、京等省市，并出口日韩、东盟、非洲等十多个国家和地区。,山东肥城精制盐厂有限公司,山东省泰安市肥城市边院镇,370983018007251,1992-08-29,赵希玉,14766万元人民币,91370983166607259M,www.sdfczy.com
明月光电,江苏明月光电科技有限公司,明月镜片2002年成立于上海，是中国镜片领导品牌，全国销量领先、品质放心，合作门店近3万家，累计用户近5亿人次，由著名演员陈道明先生倾情代言。明月镜片与日本三井、韩国KOC合作建立全球领先的镜片原料研发生产中心，是全球为数不多实现原料自给的镜片企业。自主研发生产的1.71、KR树脂、KR超韧、PMC超亮等优质原料除自用外，还开放供应给同行，惠及全行业。拥有行业领先的研发实力，是高新技术企业，并与著名光学专家庄松林院士及其团队合作，建立了行业示范性的院士工作站和眼镜工程技术中心，还入选了国家工业和信息化部（简称“工信部”）认定的2017年首批绿色制造示范单位，获评绿色工厂。,江苏明月光电科技有限公司,丹阳开发区银杏路9号,321181400001891,2002-09-17,谢公晚,6080.87万元人民币,91321181742468227M,www.mingyue.com
博联特,武汉博联特科技有限公司,武汉博联特科技有限公司是——国家高新技术企业，是激光产业的核心企业之一。专业致力于激光精密加工及其自动化设备的研发与生产，为全球用户提供全套的激光锡焊解决方案。历经多年的不断创新和发展，博联特已经成长为高端品牌的激光设备制造商。,武汉博联特科技有限公司,武汉市东湖新技术开发区光谷大道303号光谷.芯中心二期2-03幢101号,420100000395912,2014-03-19,程娜,500万元人民币,91420100094662071X,www.whbltkj.com
仁新科技,成都仁新科技股份有限公司,"""公司其前身为仁新电子废弃物资源再生利用(四川)有限公司,成立于2005年2月4日,公司位于四川省成都市彭州市天彭镇光明村。占地面积58亩,总建筑面积21353平方米,现有在册员工331人。公司拥有一个研发中心和两个研发团队,一个电子废弃物贵金属提取实验室,有专业技术人员和研发人员50余人,与国内多所著名院校建立了长期的合作关系。""",成都仁新科技股份有限公司,成都市彭州市丽春镇航空动力产业功能区3号路一号,510100400022578,2005-02-04,胡亚春,9220万元人民币,91510100765371516E,www.lemakingsc.cn
而墨物联网,杭州而墨物联网科技有限公司,而墨物联网是一家多应用场景智能物联火灾监控系统提供商。杭州而墨物联网科技有限公司旗下。,杭州而墨物联网科技有限公司,,330108000274933,2016-04-26,陈卫民,1060万元人民币,91330108MA27XF4E89,www.zjermo.com
美时美刻3D打印,厦门三维云科技有限责任公司,美时美刻3D打印专注于3D扫描设备、3D高清展示及3D数据测量的研发，隶属于厦门三维云科技有限公司，该公司长期致力于3D扫描设备、3D高清展示及3D数据测量的研发，公司是集设备生产、销售、服务以及互联网运营为一体的专业三维数字化高科技企业。旗下拥有“美时美刻”3D扫描相关设备品牌及“乐乐三维云”数据云平台品牌。,厦门三维云科技有限责任公司,厦门市集美区杏林湾路496号裙楼A007,350203200612133,2015-11-19,张涛,754.375万元人民币,91350203MA344HQJ56,3dzxg.msmk3d.com
随闻智能,苏州随闻智能科技有限公司,随闻智能是一家智能设备研发及制造商。团队在2018年2月交付水下机器人视觉识别项目，2018年5月承接美国视频会议系统视频摄像头子系统的开发，2018年3月开始警用执法记录与人车识别穿戴眼镜的设计与研发，目前已经完成产品软硬件与算法开发，在多省市公安进行系统对接和警用实战，预计10月底产品上市。,苏州随闻智能科技有限公司,苏州市高新区竹园路209号4号楼2109,,2018-06-27,房增华,372.3404万元人民币,91320505MA1WRPXDX7,www.swnai.com
目明乐视,武汉目明乐视健康科技有限公司,目明乐视是一家青少年视力健康管理服务提供商，集软硬件开发、软件运营服务、视力健康咨询、视力康复保健智能器械研发为一体，旗下拥有视力App，视力群防系统，视力个体服务系统，视力监测仪等产品，为用户提供眼屈光发育监测管理、视功能运动训练、视功能康复训练等服务。,武汉目明乐视健康科技有限公司,武汉市东湖新技术开发区关山一路1号华中曙光软件园C6栋102-5#,420100000489436,2015-04-17,许文龙,111.1111万元人民币,91420100333549499F,www.jiongjiongjk.com
清新环境,北京清新环境技术股份有限公司,北京清新环境技术股份有限公司是一家专业从事工业环保节能及资源综合利用的国家级高新技术企业。公司成立于2001年，并于2011年成功登陆深交所中小板（股票代码：002573）。公司是以工业烟气脱硫脱硝除尘为主的集技术研发、项目投资、工程设计、施工建设、运营服务为一体的综合性服务运营商。,北京清新环境技术股份有限公司,,110000003251848,2001-09-03,张根华,108127.21万元人民币,91110000X003879117,www.qingxin.com.cn
扬杰科技,扬州扬杰电子科技股份有限公司,"""扬州扬杰电子科技股份有限公司是国内少数集分立器件芯片设计制造、器件封装测试、终端销售与服务等纵向产业链为一体、产品线涵盖分立器件芯片、功率二极管、整流桥等全系列、多规格半导体分立器件产品的规模企业.公司始终致力于为下游多领域客户提供专用性、高品质的一揽子产品解决方案,公司及其控股子公司杰利半导体是江苏省科技厅、财政厅、国税局、地税局联合认定的国家高新技术企业,公司是科技部认定的国家火炬计划重点高新技术企业、江苏省创新型企业、江苏省AAA级信用单位.公司注重推进自主开发与合作开发并行的研发管理模式,建有企业院""",扬州扬杰电子科技股份有限公司,江苏扬州维扬经济开发区,321000400012591,2006-08-02,梁勤,47226.2993万元人民币,913210007908906337,www.21yangjie.com
澜起科技Montage,澜起科技股份有限公司,澜起科技是一家以芯片为基础的解决方案提供商，专注于为数据中心和智能家庭娱乐市场提供以芯片为基础的解决方案，产品包括数字机顶盒、数字电视、内存接口、Wi-Fi产品等相关芯片解决方案。,澜起科技股份有限公司,上海市徐汇区宜山路900号1幢A6,310000400383770,2004-05-27,杨崇和,101683.25万元人民币,913100007626333657,www.montage-tech.com
山顶洞人科技,深圳市山顶洞人科技有限公司,深圳市山顶洞人科技有限公司是致力于物流行业管理一体化解决方案、车辆监控平台、仓储管理、商业智能研究与服务的高新技术企业。其涵盖的物流系列产品有物流管理软件，物流管理系统，快递软件，仓储软件，货代软件，中港专线物流系统，国际专线物流系统，物流运输管理平台等等，在大中华地区为众多中小型物流专线物流企业提供信息化解决方案。,深圳市山顶洞人科技有限公司,深圳市南山区粤海街道科苑6号科技园工业大厦二层222室,440301113587095,2015-08-06,马扬文,100万元人民币,91440300349858309J,www.vcaveman.com
在行一点,北京我最在行信息技术有限公司,在行一点是一个付费语音问答平台，果壳网出品，是经验技能交谈平台「在行」旗下语音问答社区，60秒语音回答任何问题分答。北京我最在行信息技术有限公司旗下产品。,北京我最在行信息技术有限公司,北京市朝阳区郎家园6号[3-3]7幢4层401,110105019774985,2015-08-27,嵇晓华,173.4614万元人民币,91110105355308573M,fd.zaih.com
政沅,杭州政沅文化传媒有限公司,杭州政沅文化传媒有限公司是一家淘宝直播机构。,杭州政沅文化传媒有限公司,杭州大江东产业集聚区河庄街道永丰路94号2楼,330100099934617,2017-02-21,杨斌,100万元人民币,91330100MA28M40Y7H
巨力科技,石家庄巨力科技股份有限公司,巨力科技是一家集研发、设计、生产、销售和服务于一体的、专业从事管道柔性连接整体解决方案的设计制造企业。产品包括金属波纹补偿器、非金属补偿器、金属软管、高压胶管、送风装置、氧枪氧管及其伺服系统和阀门站系统、钢包整体浇注成套设备等。,石家庄巨力科技股份有限公司,赵县新寨店工业园区,130133000000754,2007-07-26,刘西斌,5965.78万元人民币,91130133665256406M,www.julikeji.com
硅谷惠银,硅谷惠银（厦门）资产管理有限公司,硅谷惠银专注于民间资本对接产业资本，促进产融结合，支持创业创新，推动转型升级。为高净值人群和机构提供专业的资产管理服务，打造财富管理平台。主动帮助实体经济（尤其是上市公司）发现价值、创造价值、提升价值，隶属于硅谷惠银（厦门）资产管理有限公司。,硅谷惠银（厦门）资产管理有限公司,,350206200397491,2015-03-23,许雄师,2000万元人民币,91350200303048562W
香江科技,香江科技股份有限公司,香江科技是一家通讯系统整体解决方案供应商，产品涵盖智能电气、接入网、绿色节能等诸多领域。主要为机房内：高低压配电柜、智能数据母线、UPS电源输入输出柜、精密配电柜、微模块（标准机柜、冷通道）、精密节能制冷系统、综合布线系统（光纤槽道、走架线）等；机房外：户外机柜、光缆交接箱等。,香江科技股份有限公司,江苏省扬中市春柳北路666号,321100000063379,2006-07-18,王志远,13351.3334万元人民币,91321100789924074G,www.china-xjgf.cn
吉客多,河南吉客多网络科技有限公司,吉客多是一家综合型互联网科技公司，公司业务涉及云计算、大数据、电子商务、虚拟现实（VR）及软件研发等高新技术领域，先后发起成立了“中原VR+研究院”和“中原VR人才储备库”,河南吉客多网络科技有限公司,,410199000150172,2016-08-12,刘玉彬,1000万元人民币,91410100MA3XCMF896,geekdol.com
