名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
逅院儿,深圳市矩阵工业产品设计有限公司,深圳市矩阵工业产品设计有限公司全力打造产品设计师自己的后院儿，产品设计师梦想孵化平台。旨在贯穿设计师职业生涯，并帮助有梦想的设计师实现自我价值。,深圳市矩阵工业产品设计有限公司,深圳市宝安区西乡街道宝源路1065号F518时尚创意园F4栋108-113、loft4,440306108642918,2014-01-07,闫岩,100万元人民币,91440300087788071E,www.matrix-design.cn
沙氏汽车配件,安徽安庆市沙氏汽车配件有限公司,沙氏汽车配件是一家汽车零部件及配件制造商，主营轮胎用品，包括补胎胶条、平衡块、气门嘴、补胎工具、自补液等。,安徽安庆市沙氏汽车配件有限公司,安徽省安庆市望江县太慈镇慈湖村,340827000013318,2009-02-24,沙济祥,1000万元人民币,91340827684981750C,shashiqipei.1688.com
小棉袄旅游,苏州小棉袄信息技术股份有限公司,苏州小棉袄信息技术股份有限公司是一家专业从事互联网电子商务综合运营服务的企业。公司致力于“做天下网商贴心的小棉袄”，帮助企业触网，为客户提供最全面和最贴心的电子商务一站式解决方案和运营服务。,苏州小棉袄信息技术股份有限公司,杭州市滨江区浦沿街道新生村高家里81号,320504000107082,2012-08-24,刘华旭,492.3414万元人民币,913205000518771363,www.newb2b2c.com
赛凯生物,吉林省赛凯生物技术有限公司,吉林省赛凯生物技术有限公司（简称赛凯），是国内食品及药品安全检测和控制高技术产品的重要研发和生产基地，也是省内重点扶植的高新技术企业。赛凯一直致力于食品及药品行业微生物安全检测与控制产品的研发、生产、营销、和技术服务。主要面向药企、医院、防疫实验室提供各类成品培养基、生物制剂等产品。,吉林省赛凯生物技术有限公司,长春市高新技术开发区创新路668号,220000000206144,2014-04-29,李梅,2000万元人民币,91220101307890204C,skbio.foodmate.net
杭州高锦,杭州高锦科技有限公司,杭州高锦科技有限公司位于人间天堂杭州的高新技术开发区——滨江区。其核心团队由国内知名高校成员组建，将先进理念及前沿技术融入产品。公司致力于物联传感、智能远程无线控制解决方案的研发和生产，以数字家庭、ZigBee无线通讯、全球定位系统、网络流媒体、通信网关为公司核心研发方向。公司拥有专业的研发和工业造型设计队伍，先进的项目管理模式与良好的激励机制，开发出国际接轨、功能全面的智慧城市、智能家居系统。,杭州高锦科技有限公司,杭州经济技术开发区幸福南路1116号和茂大厦2幢401室,330108000137041,2013-12-27,范孜文,1000万元人民币,91330101088862413C,www.gogen.com.cn
初刻,杭州初刻影视传媒有限公司,初刻影视的核心团队由曾在国内大型影视集团或上市公司任职的精英组成。公司以影视内容开发为主线，打造以项目商业运作为核心，内容创作为乐趣的年轻影视团队。,杭州初刻影视传媒有限公司,杭州市西湖区文一西路460号文娱中心109室,330106000550980,2016-10-26,杨丹林,100万元人民币,91330106MA27YY582D
联通汽车集团,北京联通鼎盛汽车销售服务有限公司,"""联通汽车集团是国家级大型综合性企业，成立于1998年5月。集团以汽车为支柱产业，业务涉及汽车融资性租赁、经营性租赁、汽车连锁经营，汽车销售、汽车维修、汽车配件、二手车经营等,下属企业百余家、联通汽车集团在全国已有多家汽车销售公司，品牌包括一汽奥迪、克莱斯勒、北京奔驰、上海大众、通用别克、通用雪佛兰、上汽荣威、大众斯柯达、南京菲亚特、北京现代、一汽丰田、东风标志、一汽马自达、长安福特、东风本田、华晨中华等。""",北京联通鼎盛汽车销售服务有限公司,北京市朝阳区来广营西路甲8号,110105008626969,2005-07-08,王志云,2900万元人民币,91110105777687286B,www.ltdsauto.com
锦乐文化创意,杭州锦乐文化创意有限公司,杭州锦乐文化创意有限公司是杭州锦江集团内部催生的，以提供集团文化、品宣服务，承接集团内外活动，衍伸涉及文化产业相关领域的专业化创业型公司。公司目前正处于高速发展态势，我们不承诺一定会轻松赚大钱，但承诺最知名的品牌、最有影响力的项目、最具成长的发展空间和最刻骨铭心的磨练。,杭州锦乐文化创意有限公司,浙江省杭州市拱墅区湖墅南路111号2101室-7,330105000393382,2015-11-25,宋希刚,1000万元人民币,91330105MA27WBYWXC,mp.weixin.qq.com
勇辉生态,绵阳市勇辉生态农业股份有限公司,"""公司原江油市永顺生态农业有限公司,位于风景秀美的江油市武都镇南塔山上,是集养殖、种植、加工、销售为一体的绵阳市市级重点龙头企业。""",绵阳市勇辉生态农业股份有限公司,江油市武都镇接官厅村四组,510781000038486,2010-04-30,邓勇,4366.5673万元人民币,91510700553485714L
逖偲高科技,上海逖偲高网络科技有限公司,逖偲高科技是一个综合性VR公司，公司致力于内容开发以及硬件开发，开发内容涉足领域主要有VR+健身娱乐、VR+电竞、VR+教育。主要以硬件研发为基础，游戏内容开发为主导，产品领域包括VR虚拟游戏设备、VR虚拟现实外围设备、VR虚拟现实游戏内容的开发和生产销售。,上海逖偲高网络科技有限公司,上海市杨浦区包头路1135弄2号2072室,310110000589734,2012-04-23,钱赉,100万元人民币,913101105947268792,www.t-scope.com.cn
杭州领点科技,杭州领点科技有限公司,领点科技是一家致力于以新技术和新载体来变革传统人力资源行业领域的互联网公司，以技术作为驱动力，帮助传统企业和行业进行产业升级；以互联网思维的方法重新定义、改造、颠覆传统的人力资源行业领域，目前正在开发一款集人力资源，薪酬福利、行政法务的综合性EHR互联网平台。,杭州领点科技有限公司,杭州市下城区新华路266号325室,330103000259308,2015-07-01,胡文彪,100万元人民币,91330103341853933M,www.lingdiantech.com
磨呗咖啡,北京加啡空间文化发展有限公司,北京加啡空间文化发展有限公司，是一家致力于解决办公空间咖啡馆、文化创意需求的公司，为企业和既有办公场所提供优质咖啡以及空间服务，从而解决咖啡能人、咖啡爱好者、和咖啡馆的需求，以此激活咖啡空间。,北京加啡空间文化发展有限公司,北京市海淀区四季青路7号院1号楼-1层至3层102东侧一层104,110108019975767,2015-10-13,关心,204.75万元人民币,91110108MA0016404G
MICRO’AirSun,福建瑞博恩环境科技有限公司,福建瑞博恩环境科技有限公司是一家集研发、生产、销售于一体的空气净化领域高新技术企业，厂区坐落于福建省龙州工业园核心地块，是由英国迈克尔能源解决方案有限公司授权为其旗下空净领域产品在中国区的生产基地，授权品牌为“MICRO’AirSun”。,福建瑞博恩环境科技有限公司,福建省龙岩市新罗区工业西路68号（福建龙州工业园核心区2-20-2地块）,350800100121852,2015-12-28,陈恺,5000万元人民币,91350800MA3459K72N,www.microairsun.com
运动汇,苏州汇创体育文化发展有限公司,苏州汇创体育文化发展有限公司（简称汇创体育文化），是及体育互动娱乐和大型活动策划执行于一体的体育文化企业。公司的服务项目涵盖品牌营销策划、企业管理咨询、广告设计等多个领域。 “汇运动”是一个以承办马拉松赛事为主的知名赛事运作品牌，苏州汇创体育文化发展有限公司和苏州汇动体育发展有限公司、宁波汇运动体育发展有限公司等多家专业公司都是其旗下产业。,苏州汇创体育文化发展有限公司,苏州工业园区九华路110号幢305室,320594000177653,2010-11-11,赵顺莲,500万元人民币,913205945652961012,www.huisports.com
中平信通,中平信息技术有限责任公司,公司是中国平煤神马能源化工有限责任公司下属的国有企业。是河南省和煤炭行业知名的系统集成商、信息服务商和企业专网服务提供者。公司已形成集信息系统工程咨询设计、计算机信息系统集成、应用软件开发、IT运维服务为一体的全方位、全过程IT服务体系。同时开展企业内部“三网”运营和集团外部互联网接入、互联网内容服务，具备煤炭行业工业自动化控制与相关设备研发实力，并从事信息技术培训、IT设备销售等业务。,中平信息技术有限责任公司,平顶山市矿工中路21号院中国平煤神马集团信息楼六楼,410400000000635,1995-09-01,赵全义,11107.73万元人民币,914104001717669597,www.pmcc.com.cn
共享公交,杭州拓牛科技有限公司,共享公交是一个智慧交通协调平台，通过整合用户、司机、汽车行驶路径、路况信息等的大数据，实现智慧交通的目的。用户下单走到集合点，30分钟内必定有公车过来接送，通过整合大数据实现信息精准匹配、推送，为用户提供舒适的旅程为用户的旅程提供多样化服务（早餐、饮料等）。,杭州拓牛科技有限公司,,330106000141302,2010-07-09,鲁浩,50万元人民币,913301065579181427
闽威实业,福建闽威实业股份有限公司,福建闽威实业股份有限公司主要经营产品有冰鲜鲈鱼、鲈鱼段、鲈鱼松、鲈鱼酥、咸香大黄鱼等，产品采用全程质量管控可追溯体系，坚持以ISO9001、HACCP标准检验，率先在水产行业推行海上电子化监管模式，确保食品从“产地到餐桌”的安全。,福建闽威实业股份有限公司,福鼎市山前铁塘里工业园区,350982100003850,未知,方秀,8147.3138万元人民币,91350900786914137A,www.minwellgroup.com
思源众科,思源众科网络科技（天津）有限公司,思源众科网络科技（天津）有限公司专注于全网营销推广，致力于全网营销、品牌策划、品牌口碑营销、微营销、网络大数据精准营销、网络品牌媒体投放等网络品牌营销策划研究的新型全网营销推广企业。公司由一批2005年开始从事网络营销与互联网技术研发的专业人事组成。2012年成立以来是全国最早的一批从事全网整合营销的广告公司，公司专注于网络营销、网络品牌推广、网络广告投放，先后服务过30多家上市公司，促进500多个品牌逐步发展成长。多年来已构筑起以天津为中心，服务于在多个城市多家公司的品牌推广。,思源众科网络科技（天津）有限公司,天津市东丽区东丽湖华纳景湖花园（景湖科技园1号楼）1-105-01室,120110000189292,2013-11-05,傅成杰,50万元人民币,91120110083000398D,www.achiaim.com
莱宝高科,深圳莱宝高科技股份有限公司,深圳莱宝高科技股份有限公司是专业研发和生产中小尺寸平板显示上游材料的厂商，成立于1992年7月。2007年1月12日在深圳证券交易所上市（股票代码：002106），注册资本60039.616万元（2011年）。,深圳莱宝高科技股份有限公司,深圳市南山区西丽街道高新北二道29号,440301102851115,1992-07-21,臧卫东,70581.616万元人民币,91440300618833987Q,www.laibao.com.cn
洋浦东源,海南东源物流股份有限公司,"""洋浦东源物流有限公司,位于洋浦经济开发区金洋路浦馨苑九号楼203房,主要提供国内水路运输船舶代理,货运代理业务,仓储配送,集装箱装卸,租赁,维修,拆箱服务,普通货运，等产品和服务。""",海南东源物流股份有限公司,洋浦经济开发区金洋路浦馨苑九号楼203房,460300000019269,2009-05-26,卢尊显,500万元人民币,91460300687270380B
野去网络,野去网络科技（上海）有限公司,野去网络是一家主题旅游服务商，是国内以自然旅行为主题的旅游服务商。,野去网络科技（上海）有限公司,上海市崇明区新河镇新申路921弄2号I区182室(上海富盛经济开发区),310230000710396,2014-09-04,徐征泽,125万元人民币,91310230312262659A,www.yetravel.com
西晋科技,成都西晋科技有限公司,西晋科技是一家大健康智能硬件研发商 。西晋科技 总部及研发、运营中心设在成都，在华东、华南设有制造位，团队核心人员包含海内外生物医学博士、 物联网技术专家、前甲骨文软件架构师、前德国色瑞斯高管及前某著名基因检测公司高管等。该公司致力于将专业的健康技术及产品日常化 让每个创造价值的人都能时刻享受到优质的健康服务。旗下产品“西晋智能手垫”，是世界首款零负担实时监测生命体征的智能硬件，用最 简便舒适的方式帮助人们在工作中实时监测体征，降低突发疾病的风险。,成都西晋科技有限公司,中国(四川)自由贸易试验区成都高新区南华路1266号3栋1单元631号,510109001283926,2017-12-06,邓秋,10万元人民币,91510100MA6C7HQ76Q,xijeen.com
艾弗特,北京艾弗特·勃格科技有限公司,这是一个 电子商务 领域的项目。,北京艾弗特·勃格科技有限公司,,110105012356452,2009-10-27,孙鹏,200万元人民币,911101056963743330,www.iftebg.com
人和网,杭州和聊科技股份有限公司,人和网是实名制商务社交网络平台，产品包括互联网+财富管理的“和财富”和众包招聘服务为内容的“人和猎头”。,杭州和聊科技股份有限公司,杭州市余杭区五常街道文一西路998号4幢705室,330106000025370,2005-05-17,马雪锋,1604.2785万元人民币,913301007735737083,www.renhe.cn
微觉未来,深圳市微觉未来科技有限公司,深圳市微觉未来科技有限公司是一家面向无人汽车、机器人等行业领域的高科技公司，主要从事二维、三维激光雷达生产及其核心技术开发工作。公司创业团队是由有丰富激光雷达扫描器开发经验以及相关机电仪器研究经验的成员组成。创始人为曾在日本，新加坡，加拿大等留学和工作过的海归博士。核心团队成员来自国内外著名大学：日本九州大学、华中科技大学、加拿大国家光学研究所、香港科技大学、吉林大学。,深圳市微觉未来科技有限公司,深圳市南山区粤海街道高新南环路29号留学生创业大厦1706室,440301114845746,2016-01-07,陈四海,480万元人民币,91440300359850570H
哇噢科技,天津哇噢科技有限公司,运用“逆思维”打造最棒的互联网服务拼台，实现真正的F2C,天津哇噢科技有限公司,天津自贸试验区（空港经济区）环河北路空港商务园东区8号楼A508W房间,120118000118833,2016-03-15,汪洋,777万元人民币,91120118MA05J5EC6Q,wow.mengxiaoban.cn
瑞越酒店管理，素舍,上海瑞越酒店管理有限公司,素舍是一个社区式长租公寓服务商，以长租公寓为核心，涵盖社交、娱乐、体育、休闲、餐饮等多功能的社区生态，用户可通过付房租、购物、社区义工或是根据兴趣爱好组成圈子和小组评选出最佳社长等方式获得积分兑换服务和商品，同时定期举办跑步、桌球、攀岩、K歌、摄影、电竞等活动。,上海瑞越酒店管理有限公司,上海市普陀区大渡河路1718号A区506-2室,310107000943119,2017-03-16,吴旭伟,10000万元人民币,91310107MA1G0DQ47Q
浩海科技,青岛浩海网络科技股份有限公司,青岛浩海网络科技股份有限公司成立于2000年，成立之初即以“浩海科技 智能防火”为核心理念，致力于远红外防火领域的技术自主研发。经过15年的发展，浩海科技已成长为国家级高新技术企业，在森林防火、安全应急、能源电力、应急指挥等方面拥有国际领先的技术成果，是国内科技防火领域的领军企业。,青岛浩海网络科技股份有限公司,青岛市市北区辽宁路228号2322户,370203228091080,2000-07-20,逄增伦,5733.24万元人民币,91370200718098342W,www.ehaohai.com
创通电子,江苏创通电子股份有限公司,创通电子产品线以远距离宽带无线通信产品线为主，产品涵盖骨干网无线传输、最后一公里传输、以及企业级无线AP和云端管理数据分析和运营平台等各个产品线。公司的产品与解决方案广泛应用于监控、运营商、电力铁路交通等各个领域。为国内各大监控厂商提供了从云端到设备端的整套解决方案，覆盖无线监控的大部分应用场景。,江苏创通电子股份有限公司,昆山经济技术开发区雄鹰路178号3号楼1楼,320583000350117,未知,杨磊,1384.6878万元人民币,913205835511561243,www.creatcomm.com
广东盈动天下,广东盈动天下信息科技发展有限公司,"""广东盈动天下信息科技发展有限公司成立于2008年，公司一直致力于商用级互联网解决方案的研发与运营服务，致力于为各服务提供商、行业企业、电商等提供领先的移动互联网全方位解决方案，并可根据客户需求快速提供特色、个性化的定制服务。 公司目前是VOIP语音网关和IP网关产品的开发生产商、企业网络通讯系统集成商。公司致力于为电信运营商、网络运营商、服务提供商、行业企业等用户提供技术领先的宽带接入及增值业务解决方案，并可根据客户的需求快速提供定制的个性化集成服务与特色的业务支持。 公司的VOIP系列产品,将为用户提供全""",广东盈动天下信息科技发展有限公司,东莞市莞城东城大道骏达商业中心4楼12号A,441900000372247,2008-08-15,鲁琳,1000万元人民币,91441900678836784H,shop1428050923222.1688.com
收客易,广州收客易网络科技有限公司,收客易是一家移动互联网旅游休闲产品交易服务平台。通过移动互联网工具，为旅游者、旅游经纪公司、旅游产品供应商搭建了一个高效、可信赖的旅游休闲产品交易服务平台。,广州收客易网络科技有限公司,广州市越秀区东风东路699号509室（仅限办公用途）,440111000554082,2013-11-13,杨平,147.0589万元人民币,91440104082723519B,www.shoukeyi.com
有见,有米科技（天津）有限公司,有见是一个金融领域在线教育平台，以方法、技能、行业认知为核心，为用户提供金融实务知识，并自主制作的1000h以上的线上直播课程，内容涵盖股权投资、资产管理、财务估值及金融职场等多个金融细分领域，进而满足金融从业人员的不同需求。,有米科技（天津）有限公司,天津自贸试验区(中心商务区)新华路3678号宝风大厦26层2601-11,120118000251504,2017-04-11,张鹏伟,15万元人民币,91120118MA05PMJP3U,www.umefin.com
蓝卫通科技,北京蓝卫通科技有限公司,北京蓝卫通科技有限公司是专业从事远程医疗开发、建设与运营的高新技术企业，成立于1998年6月。作为国内领先的远程医疗运营商，搭建了覆盖全国的远程医学服务平台，拥有二级以上入网医院1000余家，其中三甲医院160家，专科中心200余个，各类医学专家5000余名，实现远程会诊、远程门诊、专科诊断、手术示教、双向转诊、远程查房、远程教育、远程监护、远程健康管理等功能。,北京蓝卫通科技有限公司,北京市海淀区复兴路65号5层506室,110108004751150,1998-06-12,兰峰,4500万元人民币,91110108700034092A,www.chinabsc.com
宇讯,深圳市宇讯无限信息科技有限公司,微易点 是国内独特的基于微信公众平台的营销及服务工具！是由深圳宇讯无限信息科技有限公司研发与运营的微信营销平台，以深圳为总 部，同时在佛山顺德建立了第二研发中心及运营中心。,深圳市宇讯无限信息科技有限公司,深圳市福田区车公庙天安创新科技广场B412-63-23,440301109555416,2014-06-11,李玮,100万元人民币,91440300305888290G,www.weiyd.cn
见福便利店,厦门见福连锁管理有限公司,见福便利是福建规模最大的便利店品牌，在厦门、龙岩、漳州、泉州、莆田、福州、三明、宁德、南平等地区设立事业部，并于2017年入驻江西。官方数据显示，目前见福便利的门店数超过1000家。中国连锁经营协会2017年发布的“全国主要连锁便利店数量排行榜”显示，见福便利位列排行榜第18名，它的门店增长率高达46.0%,厦门见福连锁管理有限公司,厦门市海沧区东孚街道诗山路1号248室,350206200068978,2006-12-08,于兴军,12500万元人民币,913502057912877722,www.fook.cc
车叮咚,深圳市悦途网络科技有限公司,车叮咚是一个智能后视镜硬件产品，提供车载设备服务，隶属于深圳市悦途网络科技有限公司。,深圳市悦途网络科技有限公司,深圳市南山区粤海街道科苑西工业区25栋2段302,440301111221158,2014-09-01,张昊,62.5万元人民币,91440300312046913N,www.chedingdong.com
网瑞达,北京网瑞达科技有限公司,北京网瑞达科技有限公司致力于通信和计算机网络所需的各类运营支撑系统的软件研发、生产和销售，提供覆盖技术攻关、标准制定、咨询服务、产品研发、工程实施等各环节的网络运营支撑系统的整体解决方案。公司依托北京邮电大学在通信技术和信息技术的科研优势，将产学研有机结合，自主研发了IT运维管理系统、分布式网络测量系统、智能环境检测平台、智能网关系统、嵌入式网络探针、IP温湿度传感器、网络时钟服务器等产品。,北京网瑞达科技有限公司,北京市海淀区西土城路10号北京北邮科技文化交流中心306室,110108013162010,2010-08-25,丛群,1500万元人民币,911101085603630371,www.wrdtech.com
谷宝农业,南京谷宝农业科技有限公司,谷宝农业是一家种养产品农业公司，专注0农药、0化肥、0除草剂、0饲料、0激素、0转基因的安全营养大米等种养产品的新型农业公司，旨在让人们吃上安全营养大米等食材，并逐步改良土壤，推动周围环境回归原生态。,南京谷宝农业科技有限公司,,320102000231543,2012-05-03,季朝和,50万元人民币,91320102593520609A
鉴鉴科技,北京鉴鉴科技发展有限公司,鉴鉴是一个熟人匿名社交应用，可以通过给朋友贴标签的方式，让用户更好的认识自己，同时用户也可以通过参考他人的评价迅速了解这个用户。,北京鉴鉴科技发展有限公司,北京市朝阳区霄云路21号1幢三层（北侧）303-021,110105017969583,2014-09-29,和鉴,56.66万元人民币,911101053179923435,jianjian.tv
程诺教育,西安程诺教育科技有限公司,程诺教育是一个热衷于为两性情感群体创造机会的公司，是一家专业为社交两性情感有疑问有困惑人群提供咨询引导并创作机会去改变的公司。,西安程诺教育科技有限公司,,610103100101943,2016-09-02,饶一飞,500万元人民币,91610103MA6TYNRT1Y
大泽股份,深圳市大泽供应链股份有限公司,"""公司(Shenzhen Daze supply Chain Management Co.,Ltd.,英文缩写是“DZ”,中文简称“大泽”)。公司成立于2000年,注册资金600万人民币,是我国最早涉足供应链管理行业的本土企业之一。在行业内具有较高的知名度和影响力,得到国内ISO认证,是深圳海关A类管理企业。公司拥有与多家著名企业(核心合作伙伴多为国际知名企业,如佳能、YKK、日通、神彩等)战略合作的丰富经验,客户对公司服务质量和服务效率满意度高,认同公司品牌,行业经验的积累和品牌知名度的不断提升是公司未来发""",深圳市大泽供应链股份有限公司,深圳市福田区保税区蓝花道南段3号兴达物流大厦A区501室,440301102771037,2000-04-29,陈文国,1000万元人民币,914403007152978134,www.szdaze.com.cn
乐凯集团,中国乐凯集团有限公司,中国乐凯集团有限公司经营的业务有：信息化学品、信息记录材料、印刷材料、塑料薄膜、涂塑纸基、精细化工产品、生产专用设备、I类医疗器械、专用仪器仪表、航天产品（有专项规定的除外）研发、制造，本企业或本企业成员企业自产产品及相关技术出口，软件开发、销售。本企业或本企业成员企业生产、科研所需原辅材料、机械设备、仪器仪表、零配件制造、进口，相关技术进口、补偿贸易，承办中外合资经营、合作生产及开展“三来一补”业务,中国乐凯集团有限公司,保定市竞秀区乐凯南大街6号,130600100005424,1992-04-15,滕方迁,306006万元人民币,91130600105942504D
视微影像,视微影像（河南）科技有限公司,"""视微影像是一家由多名留美博士创建的高科技公司，致力于科技前沿的医学影像系统的研发。公司最初成立于美国硅谷(SVision Research, Inc.)，在硅谷拥有研发实验室，在硅谷和上海分别组建了研发团队。团队曾获2013年春晖杯中国留学人员创新创业大赛二等奖，2015年河南省科技创业雏鹰大赛团队组一等奖，并成为河南唯一一支创业团队参加2015年第四届中国创新创业大赛生物医药行业总决赛。""",视微影像（河南）科技有限公司,中国（河南）自由贸易试验区洛阳片区涧西区蓬莱路2号洛阳国家大学科技园1号楼302室,410300400007750,2015-10-22,XIANZHAO PENG,244.888万元人民币,91410300MA3X4E9D6R
红豆直播,广州市创路者网络科技有限公司,平台通过直播的形式为用户展现主播旅游和寻找、享受美食过程中的趣闻、趣事。在红豆游记模块中，提供了以“文字+图片+短视频”形式呈现的游记。“旅游+美食”直播还会与VR相结合，给用户带来更好的视觉体验。,广州市创路者网络科技有限公司,广州市海珠区新港东路70号之十三2楼236a房（可作厂房使用）,440105000143400,2011-03-07,叶经扬,100万人民币,914401055697754173,www.hongdoutv.cn
北明软件,北明软件有限公司,北明软件提供以云计算、大数据、电子商务以及IT运维管理等技术为核心的综合性IT解决方案和服务提供商。业务范围包括：云计算平台设计与构建、IT系统建设规划与咨询、应用软件及行业解决方案的开发、大型数据中心运维管理等。,北明软件有限公司,广州市天河区思成路1号北明软件大楼7、8层,440106000316437,1998-03-31,李锋,73870万元人民币,9144010170829418X3,www.bmsoft.com.cn
滕氏快递,广州市滕氏快递有限公司,滕氏快递是一家经营上海圆通速递的品牌。滕氏快递拥有和整合各种运输车辆5台，先进的操作设备，仓库、分拨场地500多平方米，年吞吐能力10万票。并在全区建闰了将近有30个加盟分部，并与国内多家企业建立了长期的合作关系。滕氏快递凭借着上海圆通速递公司稳定、可靠、安全的运营网络及自身科学的资源整合、日渐完善的管理技术，可为各类企业提供全方位的快递服务。,广州市滕氏快递有限公司,,440126000012739,2009-08-19,滕雪新,100万元人民币,914401136935708814
深慧视科技,深慧视（深圳）科技有限公司,深慧视科技是一家机器人视觉成像系统研发商。深慧视目前推出主要有三款产品，SE1— SE3系列，可根据实际应用需求的不同选择更加合适的产品。这三款产品都是基于自主研发的高速三维成像算法和FPGA的硬件加速系统，三维成像扫描仪内置三维点云预处理，通过高速和高分辨率投影系统，实现静止物体或者运动物体的三维扫描。,深慧视（深圳）科技有限公司,深圳市龙岗区龙城街道龙飞大道与青春路交汇处启迪协信科技园产业促进中心3楼302,440300280015634,2017-04-24,刘云辉,33.3334万元人民币,91440300MA5EGGKB71,www.smarteyetech.com
鄂信钻石,鄂信钻石新材料股份有限公司,公司主营业务为复合钻石工具、合成钻石材料、合金材料、模具材料等产品的研发、生产和销售。,鄂信钻石新材料股份有限公司,湖北省鄂州市鄂东大道188号,420700000022823,1998-06-11,何南兵,7700.3283万元人民币,914207007069176897,www.exindiamond.com.cn
舌尖乡野特产,云南米盟哆网络科技有限公司,舌尖乡野特产是一个云南特产及旅游整合营销垂直电商项目，实现不仅能网上购买正宗原产地特色美食产品，了解产品故事及旅游资讯，还可到产地游玩以及参与产品的收获与制作的特色撮合服务。,云南米盟哆网络科技有限公司,,530103100195182,2014-04-23,刘茂斌,100万元人民币,91530103099726302G
私墅网,北京卯亥未信息技术有限公司,私墅网是一家高品质别墅短租度假平台，提供私人订制的服务，私墅网具有自在私密、专属定制、尊贵品质以及优质的家居体验的特点，是一种新型的旅行住宿方式，适合全家出行、商务旅游、自由行、深度旅行、休闲养老以及周末短途度假等需求。,北京卯亥未信息技术有限公司,北京市平谷区林荫北街13号信息大厦802室,110117017703480,2014-08-08,訾璐,424万元人民币,,www.sishuvip.com
申江万国,申江万国数据信息股份有限公司,"""公司(以下简称申江万国)是申江集团控股旗下的独立法人公司。申江万国专注于文档全产业链服务,主营业务包括档案托管寄存、档案数字化、档案管理软件系统、电子数据容灾备份、数据挖掘与利用、文档全流程BPO服务、延伸服务、软件定制开发等。""",申江万国数据信息股份有限公司,河北省廊坊市三河市燕郊开发区迎宾路东申江路8号,131082000030439,2011-12-05,朱云浩,5632万元人民币,91131000586931530N,www.chinadbpo.com
翼迈科技,安徽翼迈科技股份有限公司,"""公司该公司其他职位振鳞奋翼,日月其迈。您可以信赖及选择:一个在全球化时代竞争处于领先的企业,中国智能远传水表和远程自动抄表系统、通讯及自动控制系统专家,致力于为全球不同用户提供最先进的远程抄表智能解决方案,行业领跑者和制造者,安徽翼迈智能仪表有限公司。公司的管理团队及研发团队自2005年以来,一直致力于光电直读技术的研究,顺利的将直读技术成功的运用于水表上并大规模的量产,至今运行正常。2010年6月作为合肥市重点招商引资项目,公司的核心人员将技术和管理经验带到合肥组建了现在的翼迈公司,现在的翼迈公司使用面积""",安徽翼迈科技股份有限公司,安徽省合肥市高新区柏堰科技园香樟大道168号科技实业园C3′号厂房,340106000040456,2010-07-23,郭春松,4230.18万元人民币,91340100559222237F
中安星云,北京中安星云软件技术有限公司,北京中安星云软件技术有限公司是一家专注于大数据及云计算环境下的数据安全技术和开发的高科技企业。公司核心团队来自国内知名的网络和安全厂家，经过多年发展已经形成关系型数据库安全、云数据库安全、自主可控数据安全、大数据安全四位一体的数据安全产品体系，达到行业领先水平。,北京中安星云软件技术有限公司,北京市海淀区创业路8号5号楼5层5-7室503号,110108020734807,2016-02-26,唐更新,2000万元人民币,91110108MA003REE04,www.bjzaxy.com
泓雅集,江苏泓雅集文化传播有限公司,江苏泓雅集文化传播有限公司是一家为影视行业提供全方位制作服务的公司。公司依靠深厚的行业背景和专业的团队，在电影、电视剧特效研发、制作，航空拍摄及特种拍摄设备研发，影视DIT流程管理等方面处于全国领先水平。公司目前持有广播电视制作许可证，在全国及海外开展影视类项目策划、制片、制作全流程服务。,江苏泓雅集文化传播有限公司,无锡市滨湖区锦溪路99号,320211000199631,2012-02-15,陈肯,1198.1928万元人民币,91320211590007105B,www.harmonyage.cn
秦宝牧业,陕西秦宝牧业股份有限公司,陕西秦宝牧业股份有限公司成立于2004年，公司产学研紧密结合，着力打造集中高档肉牛的良种选育、标准化繁育、规模化育肥、现代化屠宰分割、精深化加工及品牌营销为一体的科技型全产业链现代肉牛企业。,陕西秦宝牧业股份有限公司,陕西省宝鸡市眉县马家镇眉马路1号,610000100081819,2004-08-23,史文利,7500万元人民币,91610000766317351C,www.qinbao.com.cn
弘信电子,厦门弘信电子科技股份有限公司,弘信电子专业从事挠性印制电路板（FPC）的研发、设计、制造和销售的高新技术型企业，同时也是福建省FPC工程技术研究中心的唯一依托单位。公司运营管理系统规范高效，已通过ISO9001质量管理体系、ISO14001环境管理体系、QC080000有害物质管理体系、TS16949汽车质量管理体系、OHSAS18001职业健康安全管理体系的认证。,厦门弘信电子科技股份有限公司,厦门火炬高新区（翔安）产业区翔海路19号之2（1#厂房三楼）,350298400001287,2003-09-08,李强,10400万元人民币,91350200751606855K,www.fpc98.com
风林火山,广州风林火山网络科技有限公司,风林火山是一家基于健康及医疗大数据的HBI模型研发商。以医疗大数据为核心，在科技技术的驱动下，建立细分的核保模型及适配人群划分，对疾病治疗发展统计分析，为不同人群进行动态定价，定制出有竞争力的保险产品。集合保险、医疗、IT行业等跨界优秀人才，致力打造由健康大数据、云计算、人工智能、区块链等创新技术，构建细分的健康核保标准、核保引擎等，向保险行业企业，,广州风林火山网络科技有限公司,广州市越秀区环市东路403号17层03单元,,2018-03-23,何亚莉,300万元人民币,91440101MA5AR8WH70,www.flins.com.cn
