名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
冲动旅行,北京心心联合科技有限公司,冲动旅行是一套专注为旅游顾问提供服务的产品系统，为拥有海内外收客资质的旅行社组建旅游产品顾问团队，为旅游批发商建立全国分销渠道，依托互联网科技，在线上线下对旅游行业的相关品牌、产品进行宣传与呈现。,北京心心联合科技有限公司,北京市海淀区丰慧中路7号新材料创业大厦8层820-043室,110108021961817,2016-09-05,吕冀斌,125万元人民币,91110108MA0081PA4Q,www.chongdonglvxing.com
哈贝卡,陕西哈贝卡汽车服务有限公司,哈贝卡汽车服务是一个汽车后服务一体化供应商，是集汽车维修、保养，汽车美容，钣金喷漆、汽车装饰，保险理赔于一体的一站式汽车服务公司。,陕西哈贝卡汽车服务有限公司,陕西省西安市经开区明光路20号1幢,610000100320961,2010-05-24,崔飞超,300万元人民币,91610000555664599E
宁波市鄞州区网上预约挂号,宁波金唐软件有限公司,宁波市鄞州区网上预约挂号,宁波金唐软件有限公司,,330215000024375,2000-06-05,邬金国,1600万元人民币,91330201720483573B
梦宇,杭州梦宇文化传媒有限公司,梦宇科技，是一个视频游戏真人互动平台，致力于让玩家在第一人称角色扮演中与故事人物做实时交互体验，打造以影视娱乐、游戏社交、艺人经纪为核心的泛娱乐生态产业链。平台结合传统影视IP，支持PGC以及UGC的真人扮演。,杭州梦宇文化传媒有限公司,杭州市滨江区六和路368号一幢（北）三楼B3077室-1,330108000274909,2016-04-25,俞梦诗,300万元人民币,91330108MA27XF1M43
成都佛愿,成都佛愿商贸有限公司,成都佛愿商贸是一家专业从事西藏佛教文化用品的公司。,成都佛愿商贸有限公司,成都市青羊区百花西路1号1栋2层212号,510105000387804,2014-04-17,姚云海,100万元人民币,915101050983121087,www.fuyuan13.com
集号吧,成都吉号吧科技有限公司,集号吧是国内最大的手机靓号交易平台。,成都吉号吧科技有限公司,成都市高新区府城大道西段399号6栋1单元5层3号,510109000636919,2015-08-27,昌帅,200万元人民币,915101003505505122,www.jihaoba.com
厚德股份,北京厚德汽车租赁股份有限公司,"""公司的主营业务为汽车租赁。目前公司主要从事商务车租赁业务,客户主要为国有企业和政府部门、民营企业等单位用户。公司向客户提供包括车辆配置咨询、装饰、保险、维修、调度等车辆租赁综合解决方案。    公司为客户提供汽车租赁服务,并不配备司机和提供驾驶服务。公司与客户之间为租赁法律关系。""",北京厚德汽车租赁股份有限公司,北京市石景山区杨庄大街2号禹午京涛阁商务会馆3层301室,110107015422531,2012-12-03,潘学深,500万元人民币,91110107057322975X,www.bjhoude.net
爱极网,南昌远景资讯有限公司,远景资讯一直从事互联网及新媒体运营、媒介开发、广告代理、活动策划和产品营销代理等工作，涉及行业有：房地产、家居建材、户外广告、汽车、金融、茶叶等,南昌远景资讯有限公司,江西省南昌市东湖区南京西路552号天宝楼2栋B单元301室,360100210161551,2009-08-12,龙一平,100万元人民币,91360100690997572M,www.ajwang.com
天阙公司,南京天阙文化发展有限公司,南京牛首山文化旅游发展有限公司于2012年7月注册成立，隶属南京牛首山文化旅游区管理委员会管理，为全国资企业，下设：南京天阙文化发展有限公司、南京牛首山林场实业有限公司、南京牛首山文化创意发展有限公司、南京弘觉文化发展有限公司，注册地址：南京市江宁区佛城西路88号。,南京天阙文化发展有限公司,南京市江宁经济技术开发区佛城西路88号,320121000241580,2012-11-30,李超,97421万元人民币,91320115057958690M,www.niushoushan.net
奥园健康生活,奥园健康生活(广州)有限公司,奥园健康生活集团有限公司为中国知名物业管理服务及商业运营服务供应商，为住宅及非住宅业提供多样化物业管理服务以及为购物商场的中高端物业及综合用途物业开发项目提供全方位商业运营服务。  奥园健康生活集团以“创享生活之悦”的品牌理念，主营健康产业、商业运营及物业管理三大核心业务，以“科技+运营服务、科技+健康”的创新发展模式，聚焦生活服务运营商与健康医学美容，构筑健康生活平台。为客户全方位提供优质的健康管理服务，并实现可持续的资产增值。,奥园健康生活(广州)有限公司,广州市番禺区钟村街汉兴直街56号303号商铺,440126000668754,2016-03-29,苗思华,5000万元人民币,91440113MA59C87U1M,www.aoyuanjksh.com
平和联兴,平和联兴电子商务有限公司,平和联兴电子商务有限公司是由周钰龙创立的，公司位于福建平和县。公司主要经营农产品（水果）的生产、销售。,平和联兴电子商务有限公司,,350628100049465,2015-09-07,周钰龙,100万元人民币,91350628M0001EGF9X
千秋教育,北京千秋数维科技有限公司,千秋教育是一家面向K12阶段的O2O教育服务提供商，产品包括基于图式建构学习法的定制化学习平台“成长宝”、学习测评等服务。在线学习平台系统从孩子的自然认知规律入手，针对K12（小学、初中）学生群体量身定制最符合学生具体个体的高效学习方案。同时，从功能方式上也分别包括了测评、训练、孩子学习整体管理等孩子学习中最关键的环节，家长在实时管理孩子学习、娱乐的同时，也让学生和家长真正了解学习上面存在着哪些问题，将时间这个“固定资源”用在最合理、最高效的方面，事半而功倍。,北京千秋数维科技有限公司,北京市海淀区曙光花园望山园1号楼5E室,110108002586599,2001-03-22,李湛之,100万元人民币,911101088020721537
腾冠智能,安徽腾冠智能科技有限公司,腾冠智能是一家智能家居供应商。通过自主底层协议和Zigbee核心技术持续创新，产品涵盖智能灯光控制系统、安防监控系统、环境监测系统、窗户窗帘控制系统、智能家电控制系统、分布式语控系统及背景音乐系统，通过千城万家试用工程支持线下市场布局，并可提供智能家居、智慧办公、智能家居工程、智能会议、智慧养老等多种类智能解决方案。,安徽腾冠智能科技有限公司,安徽省合肥市高新区玉兰大道767号机电产业园15栋106室,,2019-01-11,赵宜,900万元人民币,91340100MA2TDUTD0Q,ahtg168.com
conflux,北京清红微谷技术开发有限责任公司,Conflux Foundation是一家区块链技术公司，专注于开发分布式系统的底层技术。可以打破现有替代系统中展示的当前可扩展性限制，同时提供安全保障。,北京清红微谷技术开发有限责任公司,北京市海淀区中关村大街18号8层01-91,,2018-11-05,伍鸣,100万人民币,91110108MA01FDUKXM,www.finflux.co
泰岳优才,重庆泰岳优才科技有限公司,重庆泰岳优才科技有限公司是神州泰岳（股票代码：300002）旗下子公司，是一家提供专业互联网教育服务、创业服务、项目运营解决方案的公司，重庆泰岳优才科技有限公司主要服务有网络科技、电子商务、市场营销策划教育培训、创业服务及企业项目代运营服务。,重庆泰岳优才科技有限公司,重庆市北部新区高新园黄山大道5号水星科技大厦北冀厂房2楼,500905008617725,2016-03-31,向伟,100万元人民币,91500000MA5U59JN4X,www.tyyc.cn.com
智算健康,上海智算健康科技有限公司,智算健康是一家医疗保险技术服务商，主要为各类医疗机构及保险公司提供管理式、责任制医疗护理引擎，并可提供健康保险科技与医疗付费领域的解决方案。,上海智算健康科技有限公司,浦东新区书院镇丽正路1628号4幢1-2层,310115003409253,2017-06-08,程茵,500万元人民币,91310115MA1H91XB6D
绿飞科技,云南绿飞农业科技有限公司,绿飞科技从事于无人机植保服务，植保机械的开发、应用和推广，植物病虫害治理与预防的公司。致力于高原专用型农业植保多旋翼无人飞行器的研发和技术，改进了一套适应高原特质的实用型植保无人机作业服务体系。,云南绿飞农业科技有限公司,云南省昆明经济技术开发区经开路3号C座众创空间第一层C102-042室,530100000473395,2015-07-09,马世臣,200万元人民币,91530100346674491U,www.lf-agri.com
三仁智能,合肥三仁智能系统工程有限公司,合肥三仁智能系统工程有限公司创立于2004年底，以智能软、硬件系统开发、系统工程和基于互联网的管理运营是为主营业务方向，致力于应用信息系统、计算机系统、资讯信息、宽带通信等领域的核心技术开发及产品应用，为电子商务、数字城市和智能楼宇等行业提供全面的解决方案和软件系统，推出一整套的三仁“e”战略，目前自主研发完成六套前景广阔的产品，是合肥市乃至安徽省弱电系统集成和信息化产业的主力军。 三仁公司从主营弱电系统集成业务开始，逐步启动计算机软硬件开发、通讯产品的研发、生产、销售服务，继而扩展到网站服务、运营管理等多,合肥三仁智能系统工程有限公司,合肥市高新区创新大道2800号合肥创新产业园二期F区1幢22层,340106000025504,2005-04-12,王锐锋,518万元人民币,91340100772824552G,www.sanrenet.com
思永广告,广州思永广告有限公司,广州思永广告有限公司成立于2011年12月，曾是网易房产家居全国核心代理，公司拥有成熟丰富的网络媒体整合营销能力，随着行业的发展，2014年成为百度房产全国代理机构，转型为互联网大数据精准和收割营销服务的广告机构，致力于为地产业提供新型的整合营销服务。,广州思永广告有限公司,广州市天河区员村二横路8号201之一房,440106000535308,2011-12-05,黄智辉,500万元人民币,91440106587604048Q,www.siyongad.com
九芝堂,九芝堂股份有限公司,九芝堂是一家中成药生产制造商，产品以疏血通注射液、驴胶补血颗粒、六味地黄丸、足光散、斯奇康、裸花紫珠片等为核心的第一梯队产品，逍遥丸、小金丸、补肾固齿丸、安宫牛黄丸、杞菊地黄丸等20多个第二梯队产品体系；拥有传统中药类“九芝堂”牌系列产品、现代中药类“友搏”牌系列产品、生物制剂产品“斯奇康”及大健康系列产品；并拥有数百家连锁门店。,九芝堂股份有限公司,长沙市高新区桐梓坡西路339号,430000000008755,1999-05-12,李振国,86935.4236万元人民币,91430000712191079B,www.hnjzt.com
三维股份831834,镇江三维输送装备股份有限公司,镇江三维输送装备股份有限公司是专业从事输送机械配件产品的研制开发、生产、销售与服务的制造型企业，产品涵盖工程塑料、橡胶及金属制品类。主要产品为畚斗、提升带、畚斗紧固螺钉、提升带连接器、输送带、缓冲条、托辊、塑料刮板、输送链条、链条托轮、清理块、推料块、清理跳球、高分子耐磨型材。,镇江三维输送装备股份有限公司,镇江高新技术产业开发园区潘宗路1号,321100400007281,2004-04-15,李光千,6252.62万元人民币,91321100761019494Q
TBTB松饼,苏州羲和湾餐饮管理有限公司,TBTB甜品公园是一家甜品品牌经营商。隶属于苏州羲和湾餐饮管理有限公司，一经推出就人气爆棚，追求高级生活品质的仙女们终于找到归宿!它家的甜品除了颜值在线之外，味道也是好的没话说!简直突破了吃货们对好吃的定义!更重要的是，怕胖星人也可以大胆放开吃!因为它低糖、低脂、低油、低热量，总之就是各种低就对了!,苏州羲和湾餐饮管理有限公司,苏州工业园区中银惠龙大厦1幢1807室,320594000791278,2018-01-11,李晨璐,1000万元人民币,91320594MA1UWJ0537
康铃管家,广州康燊智能科技有限公司,康铃管家是新一代智慧小区信息化系统，主要为小区的住户、物业公司、保安提供对讲、沟通、安适服务。,广州康燊智能科技有限公司,,440106001172063,2015-04-14,冼裕康,1000万元人民币,91440106340089769X
Chocoteddy,广州市新元素商贸有限公司,"""巧克力熊是一个毛绒玩偶品牌。该品牌主打的玩偶是巧克力熊和可可，巧克力熊是个制作巧克力的高手,可可是巧克力熊的女朋友,也是最得力的助手。他们喜爱巧克力无可抗拒的美味,更从巧克力的美味中体会到对生活的感悟。在巧克力熊和可可心底的美好记忆中,幸福的感觉就像巧克力的美味一样回味无穷,丝丝萦绕。他们觉得巧克力时而是甜的,时而是苦的,时而是快乐,时而是分享巧克力熊和可可就这样带着甜美的妹妹和可爱的逗盘一直做着各种巧克力,和所有人分享甜蜜·爱。""",广州市新元素商贸有限公司,广州市海珠区宝岗大道268号中新大厦504房(仅限办公用途),440101000113055,2006-06-30,陈忠,100万元人民币,91440101791001666W,chocoteddy.net
行车宝,济南优耐特汽车电子有限公司,行车宝是一款具有无线通信功能的车载语音设备。可以通过手机网络自动或手动获得行车过程中所需要的信息：位置、路况、天气和周边美食等等，设备本身具备高灵敏度卫星定位系统，并通过无线网络的服务支持，给开车的朋友提供实时的信息服务。,济南优耐特汽车电子有限公司,山东省济南市高新区科汇园三鼎产业基地四楼,370127000000849,2001-03-29,杨晓东,1000万元人民币,9137010072756451X8,www.xingchetong.com
融成科技,北京汇众融成传媒科技有限公司,融成科技是一家融合现代职业教育数字化信息技术解决方案、实训室建设及设备研发制造、专业仿真实训平台开发、专业内涵建设服务以及职业教育信息资讯传播与整合服务的教育信息化专业服务提供商。其涵盖了全国职业院校及成人教育机构学生、师资、专业、课程、教学管理、后勤管理等全方面的信息，并在此基础上与教育部职成司、基础教育司、外资贷款办、信息中心等单位合作，先后出版了《中国职业教育黄页》、《青少年校外活动中心概览》、《教育信息化政府采购参考目录》、《职业教育实验实训仪器设备采购参考目录》，以及面向全国职业院校和用人企业单位,北京汇众融成传媒科技有限公司,北京市密云县古北口镇古御路外街11号镇政府办公楼212室-69,110228010179501,2007-05-10,宋福源,500万元人民币,91110228662198351K,www.rccm.cn
南京首讯,南京首讯信息技术有限公司,首讯信息倡导”专业、务实、高效、创新”的企业精神，具有良好的内部机制。优良的工作环境以及良好的激励机制，吸引了一批年轻的、有学识的、具有实干精神的人才。高素质、高水平、高效率的人才是首讯信息在当今激烈的市场中立于不败之地的保障,南京首讯信息技术有限公司,南京市江宁区秣陵街道秣周东路12号,320105000174710,2013-08-07,侯围围,107.5万元人民币,913201150758504564
艾力斯医药,上海艾力斯医药科技有限公司,艾力斯医药是一家生物创新医药研发商，致力于抗高血压、抗肿瘤、抗糖尿病等重大疾病科研领域，目前上市产品包括艾力斯兰索拉唑肠溶(微丸)胶囊、阿利沙坦酯等，在研产品包括艾力替尼甲苯磺酸盐、甲磺酸艾氟替尼、PARP抑制剂等。,上海艾力斯医药科技有限公司,中国(上海)自由贸易试验区蔡伦路720弄2号304室,310115400145755,2004-03-22,杜锦豪,5880万元人民币,91310115759595927U,www.allist.com.cn
菜家大院,云南菜家大院生鲜配送有限责任公司,菜家大院是一个生鲜移动电商平台。致力于优化整合生鲜产业链与区域资源，依托互联网大数据平台，以中小型餐饮客户为切入点，专注为区域内餐厅、商超生鲜提供一站式全品类的原材料采购服务。 引进智能分拣、包装设备及全套农残检测，把生鲜产品的非标特性改良到相对标准化，生产环节严格按照ISO9000质量认证标准，真正做产品可追溯，质量有保障。,云南菜家大院生鲜配送有限责任公司,云南省昆明经开区石龙路奥斯迪电子商务产业园K28栋2楼,,2018-11-28,余窅曦,500万元人民币,91530100MA6NGEFBX3,caijiadayuan.com
派迪茵,广东派迪茵体育股份有限公司,"""公司系 ICTI A 级认证企业,具有全球安全验证证书(GSV)资质,同时在经营过程中全面导入 ISO9001 质量管理体系,多种产品通过了 Intertek 认证。截至2016 年 7 月 31 日,公司拥有 18 项注册商标、8 项实用新型专利证书,同时有 7项外观设计专利与 1 项商标正在申请过程中。公司经外经贸局与海关备案,产品远销国内外多个国家、地区及城市。凭借优异的产品设计与研发实力、优质的产品质量以及可靠的商业信誉,公司在经营过程中获得了良好的市场口碑与一定的品牌知名度,同时不断开发并积累优质""",广东派迪茵体育股份有限公司,东莞市常平镇白石岗村第三工业区,441900000092519,2005-09-26,钟文琴,1000万元人民币,91441900779997368Y,qianlima.en.alibaba.com
账无忌,北京易税客科技有限公司,账无忌是一个智能记账服务平台，提供全托管式财税服务，企业只需记流水，业务流水可自动生成记账凭证、财务账表和税务报表，致力于让让财务会计转型管理会计，将重心转移到更高价值的工作中去。,北京易税客科技有限公司,北京市海淀区苏州街16号神州数码大厦4层401,110108022771120,2017-01-05,魏涛,500万元人民币,91110108MA00B1BA1J,zhwuji.com
淘门通,杭州互门通网络科技有限公司,互门通是一家专注于门业销售的电子商务公司，公司致力于提供OSO模式，为客户提供门类产品设计、销售、安装以及售后服务，目前公司产品有木门、铜门、卫浴门、防火门。防盗门等，旗下有“淘门通”APP，一款门业商城APP。,杭州互门通网络科技有限公司,余杭区南苑街道迎宾路555号2幢211室,330184000349747,2015-03-19,尤建舜,500万元人民币,913301103281423367,www.tmt58.com
展享电,深圳市展亨隆电子有限公司,展亨隆电子(展亨科技)是韩国三星MCU单片机/三星电芯/三星液晶屏的一级代理商。也是目前香港/深圳最大规模的原装三星MCU单片机/三星电芯/三星液晶屏的一级代理商及现货供应商。公司成立于1996年，总部设在香港。,深圳市展亨隆电子有限公司,,440301103333319,2007-04-25,张旭升,50万元人民币,91440300661006303T,www.zh-ic.com
四季旅行网,北京四季佳游国际旅行社有限公司,四季旅行网是一个具有特许经营中国公民出境旅游资质的国际旅行社，主要经营中国公民出境游，代办各国签证，境内外机票，通过利用线上技术的优势，不断整合线下专业团队的执行能力，为众多旅游者提供了优秀的服务体验。,北京四季佳游国际旅行社有限公司,北京市朝阳区常通路3号院2号楼24层1单元28006,110108012753686,2010-04-08,吴强,1000万元人民币,911101055530854461
亿丰洁净,亿丰洁净科技江苏股份有限公司,苏洁亿购商城作为一家专业的净化行业电子商务平台，致力于打造国内唯一一家专业的洁净行业一站式采购服务平台，拥有完善的产品及服务，并且作为一个专业为洁净行业服务的垂直化电商平台，在追求采购和供应链优化的同时，更加注重的是创造出行业品牌和提升产业效率。,亿丰洁净科技江苏股份有限公司,,320584000264699,2010-10-19,周树荣,3139万元人民币,913205005629912990,www.e831666.cn
泽恩科技,泽恩科技有限公司,泽恩科技是一家智能机器人研发公司，专注于“机器人+”人工智能服务，倾力智造六大类机器人产品，包括营业员机器人、展厅推广机器人、幼儿教育机器人、老年陪护机器人、专业技能培训机器人、仿真应用机器人等。,泽恩科技有限公司,,440101000493316,2017-03-08,何春平,5085万元人民币,91440101MA59K3QP1P,www.zeen-cn.com
溢洋墨根,宜兴市溢洋墨根材料有限公司,溢洋墨根是一家新材料产品研发商。是集高新复合材料的开发，各类型电力机车受电弓滑板设计生产为一体的大型高新技术企业。目前由溢洋公司投入巨资自主研发的高速动车组碳滑板，是一项重大科技创新突破，该项目产品采用自制大型窑炉焙烧以及多道特殊工艺生产而成，可根据不同路网要求定制，目前已通过高速动车组列车实际装载运行，可连续运行达到30万公里，各项技术性能达到并优于国际同类先进水平，可完全替代进口，实现国产化，从而为民族争光，为国家铁路事业做出重大贡献，为溢洋企业的长足发展奠定坚实的基础。,宜兴市溢洋墨根材料有限公司,宜兴市高塍镇赋村村,320282000101534,2002-05-29,凌跃成,2600万元人民币,91320282739409074F,www.jsyiyang.cn
初芽科技,杭州初芽科技有限公司,初芽科技是一家车载显示器研发商，主营产品为车载HUD，利用虚像显示技术，用于军用飞机和汽车领域。通过HUD将智能的导航信息、手机通知、电话短信等投射在车主视线的正前方，辅助车主安全行车。,杭州初芽科技有限公司,杭州市西湖区文三路199号创业大厦0634-1,330108000196068,2015-01-30,王云帆,30万元人民币,91330108328285927N,www.204studio.cn
共筹网,深圳市共筹互联网金融服务有限公司,共筹网是一个创投云服务平台，致力于为私募创投行业提供系统的第三方云端业务及服务解决方案，基于“VC SaaS”理念，用大数据思维帮助投资人优化日常工作，提高工作效率，实现数字化管理。,深圳市共筹互联网金融服务有限公司,深圳市南山区南山街道高新区科技南十二路长虹科技大厦1003号,440301109922306,2014-07-24,雷光伟,1000万元人民币,91440300311923099A,www.gongchou.com
森澜生物,武汉森澜生物科技有限公司,森澜生物是一家领先食品工业的条袋营养食品制造企业，生产的条袋剂产品涵盖保健食品，营养强化食品以及预包装食品等多个领域。以敢为人先的魄力、可靠的产品质量、专业的服务和精细化的风控管理，森澜迅速在行业内赢得高度认可，成为行业内知名的条袋制剂研发与制造企业。,武汉森澜生物科技有限公司,武汉市蔡甸区常福工业示范园福宏路,420114000060680,2015-04-30,菅永来,2000万元人民币,91420114333471310R,www.senlan-cn.com
V房,北京微房网络科技有限公司,北京微房V房是一家房产知识付费平台，邀请房产大V入驻平台，通过文章、V聊、问答、直播等多种形式，为用户提供房产知识，用户可以购买平台的付费产品，包括1V1咨询等形式，获取相对专业的购房指导。,北京微房网络科技有限公司,,,未知,司智,138.4044万元人民币,91110106MA01CKCL6H,www.davfang.com
微豆科技,深圳微豆儿科技有限公司,微豆科技是综合性软件与信息服务企业，提供从咨询、解决方案、技术服务到IT人才培养的“端到端”软件及信息服务，目前业务已经覆盖投行、股权投资、全国连锁商店、移动应用、高科技等多个行业。微豆科技专注于为传统行业客户以及互联网行业客户提供App开发，网站建设，微信二次开发和App运营推广等服务。 微豆科技的目标是做一站式互联网服务解决方案提供商。自成立以来，微豆科技已为包括爱婴岛全国连锁店、广州比邻投资股份有限公司、深圳投行圈投资有限公司、广州饭点网络科技有限公司、广州联维科技有限公司、东莞维加斯大酒店等在内的1,深圳微豆儿科技有限公司,深圳市龙华新区民治街道向南四区松花大厦5楼511,440301113728430,2015-08-21,陈桂凤,500万元人民币,91440300349979223M,www.weidouerkeji.com
口碑吉家,杭州口碑资产管理有限公司,杭州口碑房地产代理有限公司是以地产中介业务为核心全国化发展的房地产综合服务体，体系内包括地产、金融和商业三个部分，业务范围涉及房屋全程代理、房屋租赁、房屋买卖、豪宅租售、 权证办理、按揭贷款、房地产投资咨询、商铺租售、写字楼租售及商品房、空置房、企业债权房销售代理等。我们拥有一支年轻有竞争力的销售队伍，拥有优秀的讲师和经纪人，良好的工作氛围。公司为员工提供专业的阶梯式培训，并为其提供极为广阔的晋升空间。挑战高薪，实现自我，有意者请与我们联系，相信公司会为每一位热爱这份事业的人提供充分展现的平台。,杭州口碑资产管理有限公司,杭州市西湖区文三路259号昌地火炬大厦三号楼1503室,330106000104314,2006-08-24,徐霆,531.915万元人民币,913301067909369100
鼎岳文化,四川鼎岳文化传播有限公司,成都声娱文化传播有限公司是一家专业提供高品质配音服务、设计制作各类广告的多元化公司。区别传统的影视广播配音解说，打破常规应用语音制作，声娱文化即将掀起多元化服务型公司新革命，依托顶尖的硬件设备及雄厚的技术实力，倾力打造专属方案。优质电台：旗下“悠米音悦台”以网络电台新生力量，网罗天下好声音。,四川鼎岳文化传播有限公司,成都市高新区天府大道1700号1幢1单元9层903号,510000000384677,2014-05-19,卢俊,200万元人民币,91510000099579154Y,www.sound-u.com
智考科技,高州市智考科技有限公司,重庆智考信息技术有限公司是帮考教育在重庆永川的运营中心，主要负责销售、软件研发、教学产品研发等工作，是一家专注于考试培训教育领域的专业化教育机构。通过领先的教育培训解决方案，整合国内外优质的教育专家，为企业、职场人士、在校学生等提供高品质考试教育服务，多次荣获 “2010十大网络教育机构“，2015中国在线教育百强评选“中国在线教育百强”、“中国品牌影响力教育集团帮考教育”等殊荣,高州市智考科技有限公司,,440981000062784,2017-04-05,李志勇,101万元人民币,91440981MA4WDCQN06
小蜜蜂洗车,河南小蜜蜂信息科技有限公司,小蜜蜂洗车是一个利用现代高新科技产品，对汽车进行清洁、打蜡、上光、养护一次完成的新型洗车项目。核心产品配方由新型天然植物蜡、表面活性剂、浮化剂及悬浮剂等漆面保护成分组成，能有效地将污渍分解后并包裹污渍，操作过程中使污渍吸附在擦车巾上，避免划伤车漆，而且可以使清洗更彻底，光洁效果更好。,河南小蜜蜂信息科技有限公司,,410105000424082,2014-01-23,陈梦诗,800万元人民币,914101050922642210
智能照明服务平台,深圳市豪姆康科技有限公司,"""我们专注智能照明，现有产品类别有智能插座，智能开关，智能灯泡，LED电源驱动，人体感应，门铃等。我们的产品方案特点是节能，性能稳定，用户体验好。为我们的客户提供一站式方案服务。, 照明是智能家居第一大需求。我们的平台主要服务家庭照明。和各大照明厂商合作。""",深圳市豪姆康科技有限公司,,440301113111900,2015-06-11,曹新日,500万元人民币,91440300342754822G,www.haomukang.com
天问互联,成都天问互联科技有限公司,成都天问互联科技有限公司注册地成都市高新区，注册资本1000万元。公司成立以来，专业从事软件开发和网络运营，通过十多年的发展，成为国内优秀的智慧社区、智慧小区整体方案解决专家。,成都天问互联科技有限公司,成都高新区大源街78号附16、18号2层,510109000615512,2015-07-17,杨卫,1000万元人民币,915101003506576433,www.tw369.com
墨娱科技,深圳市墨娱科技有限公司,深圳市墨娱科技有限公司是中国网络游戏研发企业的领先者之一，公司成立于2014年，公司位于中国深圳。墨娱科技现主要基于unity3d引擎研发各类精品网络游戏，陆续在国内推出《龙骑战歌》，在韩国推出《The Beast》，在港澳台推出《苍龙默示录》，在东南亚推出《暗龙觉醒》等移动游戏产品。《龙骑战歌》曾荣获CGDA“最佳移动游戏关卡设计奖”等行业内七项大奖并畅销海内外。,深圳市墨娱科技有限公司,深圳市前海深港合作区前湾一路鲤鱼门街1号前海深港合作区管理局综合办公楼A栋201室（入驻深圳市前海商务秘书有限公司）,440301109463156,2014-05-29,彭峰,714.29万元人民币,91440300306197360P
Obsbot寻影,睿魔智能科技（东莞）有限公司,睿魔智能科技（东莞）有限公司专注于成为智能拍摄领域的先行者与领导者，针对全球各类有视频拍摄需求的企业与消费者，提供有创造性的设备与服务，给予客户高效，稳定，智能的用户体验。,睿魔智能科技（东莞）有限公司,东莞松山湖高新技术产业开发区新竹路4号新竹苑17幢1单元B区6楼610室,441900400225281,2017-03-08,刘博,972.2234万元人民币,91441900MA4W9P6F1E,www.remo-ai.com
鹰飞网,英孚莱科技（深圳）有限公司,鹰飞网是一个企业级IT一站式综合交易平台。为企业级客户提供IT设备、IT软件、IT解决方案、管理系统、IT服务的全产业在线交易服务；为系统集成商（SI）提供优质供应商资源，帮助需求方提供更专业、更具针对性的技术解决方案；打造只服务IT行业的垂直电商平台，为业内目标受众提供一站式综合服务。,英孚莱科技（深圳）有限公司,深圳市南山区粤海街道科技路1号桑达科技大厦209室,440300205155764,2018-08-10,周正,1000万元人民币,91440300MA5F92F50M,www.yingfly.com
迅敏康,绍兴迅敏康生物科技有限公司,绍兴迅敏康生物科技有限公司是一家由美国分子诊断专家归国创立的高新技术企业，专注于感染性疾病的快速分子诊断技术开发，致力于提供传染病精准诊断的解决方案。助医疗机构与疾控系统快速、及时地对传染病病原体做出精准诊断，为临床提供有效的用药指导，提高国内抗生素使用的合理水平，同时防止大规模传染病的爆发。,绍兴迅敏康生物科技有限公司,浙江省绍兴袍江群贤路口与中兴大道东南角五楼503室,330600000184819,2014-04-16,杨尚鑫,375万人民币,91330600097837658F,www.ingenigenbiotech.com
果小小,杭州果多多网络科技有限公司,果小小是杭州果多多公司旗下产品，是一家赋能传统水果零售业的新零售解决方案提供商，提供水果供应链、水果品牌运营、水果液态整合、消费体验升级等专业化服务，为消费者提供最健康、新鲜、美味的水果。,杭州果多多网络科技有限公司,浙江省杭州市滨江区长河街道建业路511号华创大厦4楼-62（自主申报）,,2018-04-23,詹平,116.959万元人民币,91330108MA2B287Q0J
晶林科技,成都市晶林科技有限公司,"""市晶林科技是成都市物联网骨干企业,在传感器/信号传输/运营平台建设等方面拥有50余项专利技术。""",成都市晶林科技有限公司,成都市高新区天府四街66号1栋7层4号,510100000178426,2010-11-24,吴海宁,2080万元人民币,915101005644756508,www.jl-wlw.com
漫影漫画,惊奇大地（浙江）科技有限公司,《漫影漫画》是一款非常强大的掌上漫画阅读app，专注做影视IP开发的原创漫画，这款软件不仅能为你提供种类齐全的高清漫画阅读资源，还可以让你在这款软件中享受到极致流畅的漫画阅读环境哟！,惊奇大地（浙江）科技有限公司,浙江省宁波市江北区慈城镇慈湖人家377号206室,330205000203899,2017-04-21,赵蕾,10000万元人民币,91330205MA2907LX1J,jqdadi.com.cn
微润灌溉,深圳市微润灌溉技术有限公司,微润灌溉是一家从事高分子半透膜材料研究及产品开发的高新技术企业，开发了具有低压低流量、纳米孔半透膜微润管，采用地下连续灌溉方式，专注和服务于生态修复、荒山治理、园林绿化、高效农业、土壤修复、水土保持、城市绿化、盐碱地和沙漠化等领域。隶属于深圳市微润灌溉技术有限公司。,深圳市微润灌溉技术有限公司,深圳市南山区侨香路高发东方科技园1#厂房（华科）-2D1,440301104634559,2010-04-27,杨昊,1602.8834万元人民币,91440300553870137D,www.szwrgt.com
三木集团,福建三木集团股份有限公司,福建三木集团股份有限公司主营业务为房地产开发与经营、 进出口贸易。公司主要产品和服务有商品房及土地开发、日用百货、建筑材料和金属、化工产品。,福建三木集团股份有限公司,福州市开发区君竹路162号,350000100029661,1992-10-24,卢少辉,46551.957万元人民币,9135000015458140XD,www.san-mu.com
多多配,上海多多物流科技有限公司,多多配是一个同城O2O货运速配平台，采用“拼车+速配”模式，实现单车对多个客户、多票货物的归集和车辆仓位资源共享，降低物流成本。,上海多多物流科技有限公司,上海市青浦区徐泾镇华徐公路999号1幢601室,310115002613944,2015-03-23,饶国荣,1000万元人民币,91310118332459555U,www.duoduopei.com.cn
